title,price
" Karen Scott Holiday Bear-Print Sweatshirt, Created for Macy's",$39.50
" Eileen Fisher Organic Linen Top, Regular & Petite",$178.00
 Tahari ASL Plus Size Ruched-Sleeve Pantsuit,$310.00
" Thalia Sodi Gold-Studded Cropped Pants, Created for Macy's",$49.50
" Eileen Fisher Organic Linen Ankle Pants, Regular & Petite",$178.00
" Thalia Sodi Grommet-Trim Capri Leggings, Created for Macy's",$49.50
 Vince Camuto Leaf-Print Wide-Leg Pants,$99.00
" INC International Concepts Studded Cargo Pants, Created for Macy's",$89.50
 Catherine Catherine Malandrino Carver Printed Wide-Leg Ankle Pants,$88.00
 Catherine Malandrino Straight Leg Ankle Pants,$198.00
 Catherine Catherine Malandrino Wide-Leg Floral-Print Pants,$88.00
" Glam by Glamorous Cropped Straight-Leg Pants, Created for Macy's",$59.00
 CHRLDR Bolt-Print Slim-Leg Sweatpants,$89.00
 Lucky Brand Sweet Bootcut Capri Jeans,$69.50
" Charter Club Petite Pull-On Velour Pants, Created for Macy's",$49.50
" Karen Scott Petite Drawstring Pants, Created for Macy's",$46.50
" Charter Club Petite Printed Tummy-Control Pants, Created for Macy's",$69.50
" INC International Concepts Petite Gingham Embroidered-Hem Capris, Created for Macy's",$69.50
" Alfani Petite Faux-Leather-Trim Straight-Leg Pants, Created for Macy's",$69.50
 Lauren Ralph Lauren Petite Jogger Pants,$89.50
" Alfani Petite Floral-Print Palazzo Pants, Created for Macy's",$59.50
" Charter Club Petite Cambridge Faux-Suede Pants, Created for Macy's",$69.50
" INC International Concepts Petite Printed Soft Pants, Created for Macy's",$69.50
 Monteau Petite Lace Bodycon Dress,$125.00
 Lauren Ralph Lauren Petite Cotton Denim Shift Dress,$65.00
 NY Collection Petite Off-The-Shoulder Maxi Dress,$149.00
 Alex Evenings Petite Velvet Ruched Brooch Dress,$89.50
" INC International Concepts Petite Printed Wrap Dress, Created for Macy's",$89.00
 Jessica Howard Petite Metallic Geo-Print Fit & Flare Dress,$60.00
 MICHAEL Michael Kors Petite Metallic Leopard-Print Shift Dress,$179.00
 Alex Evenings Petite Sequined Lace Sheath and Jacket,$358.00
" Eileen Fisher Silk Asymmetrical Dress, Regular & Petite",$119.00
 X By Xscape Petite Lace-Trim Gown,$89.00
 sangria Petite Floral-Print Fit & Flare Dress,$165.00
 MICHAEL Michael Kors Petite Feather-Cuff Dress,$109.50
 City Chic Trendy Plus Size Faux-Leather-Trim Dress,
 City Chic Trendy Plus Size Lace Bodycon Dress,
 Calvin Klein Plus Size Shawl Collar Faux-Wrap Sweater Dress,
 Calvin Klein Plus Size Embellished Bodycon Scuba Dress,
 Ellen Tracy Plus Size Embellished Sheath Dress,
 City Chic Trendy Plus Size Piped Dot-Print Dress,
 City Chic Trendy Plus Size Geo-Mesh Dress,
 R & M Richards Plus Size Pleated Dress and Draped Jacket,
 Lauren Ralph Lauren Plus Size Jersey Surplice Dress,
 Love Squared Trendy Plus Size Faux-Wrap Maxi Dress,
 NY Collection Plus Size Pleated Fit & Flare Dress,
 BCX Trendy Plus Size Lace-Up-Back Dress,
 Motherhood Maternity Plus Size Sleeveless Blouse,$34.98
 Motherhood Maternity Strapless Floral-Print Dress,$39.98
 Taylor Maternity Lace Fit & Flare Dress,$188.00
 Motherhood Maternity Flutter-Sleeve Top,$29.98
 Jessica Simpson Maternity Handkerchief-Hem Top,$39.98
 Motherhood Maternity Plus Size French Terry Graphic Sweatshirt,$39.98
" Charter Club Petite Utility Blouse, Created for Macy's",$54.50
" JM Collection Petite Embellished Tunic, Created for Macy's",$59.00
 Lauren Ralph Lauren Petite Metallic-Striped Tod,$64.50
" INC International Concepts Petite Floral-Print Lace-Up Top, Created for Macy's",$29.50
" JM Collection Petite Sequined Jacquard Shell, Created for Macy's",$89.50
" INC International Concepts Petite Printed Bell-Sleeve Top, Created for Macy's",$36.50
" Karen Scott Petite Cotton Studded-Neck Top, Created for Macy's",$59.50
" Charter Club Petite Tie-Sleeve Top, Created for Macy's",$79.50
" INC International Concepts Petite Cold-Shoulder Top, Created for Macy's",$56.00
 DKNY Velour Hooded Pajama Top,$62.00
 Jockey Sleepwear Short Sleeve Tee,$66.00
 Nautica Plus Size Dolman-Sleeve Pajama Top,$62.00
 Tommy Hilfiger Plus Size Cotton Plaid Sleepshirt,$46.50
 Lauren Ralph Lauren Plus Size Printed Woven Sleepshirt,$34.00
 Tommy Hilfiger Freemont Plus Size Plaid Flannel Pajama Pants,$64.00
" Alfani Colorblocked Pajama Top, Created for Macy's",$32.00
" Family Pajamas 1-Pc Plaid Footed Pajamas, Baby Boys' or Baby Girls' (12-24 months) & Toddler Boys' or Toddler Girls' (2T-3T) Created for Macy's",$35.00
 Eileen West Printed Cotton Knit Ballet-Length Nightgown,$58.00
 Hue Striped Pajama T-Shirt ,$44.00
 Lucky Brand Crochet-Trimmed Printed Cotton Nightgown,$29.50
 Lauren Ralph Lauren Knit Lace-Trim Chemise,$64.00
 Layla Jogger Pajama Pants,$30.00
 Under Armour ColdGear Half-Zip Top,$59.99
 Calvin Klein Performance Logo Velour Top,$59.00
 Calvin Klein Performance Flared-Hem Top,$39.00
 Under Armour Threadborne Racerback Training Tank Top,$32.99
 Calvin Klein Performance Velour Hooded Tunic,$79.00
 Calvin Klein Elemental Printed Strappy-Back Medium-Support Sports Bra,$45.00
 Calvin Klein Performance Open-Leg Fleece Sweatpants,$49.00
 Calvin Klein Performance Velour Wide-Leg Cropped Pants,$69.00
 Nine West Embellished Fit & Flare Dress,$89.00
 TWO By Vince Camuto Bell-Lace-Sleeve Sheath Dress,$139.00
 JAX Sequined Lace Illusion Sheath Dress,$178.00
 Vince Camuto Off-The-Shoulder Glitter Sheath Dress,$178.00
" Vince Camuto Burnout Velvet Bell-Sleeve Dress, a Macy's Exclusive",$138.00
 Free People Lindsey Lace-Inset Mini Dress,$128.00
 MICHAEL Michael Kors Metallic Chain-Embellished Bodycon Dress,$125.00
 Eileen Fisher Stretch Jersey Mock-Neck Caftan Tunic,$178.00
 Karen Kane Lace Top,$118.00
 Lauren Ralph Lauren Cold-Shoulder Keyhole Top,$79.50
 Tahari ASL Three-Button Belted Skirt Suit,$280.00
 Tahari ASL Plus Size Peplum Skirt Suit,$300.00
 Tahari ASL Petite Ruched-Sleeve Pantsuit,$290.00
 CHRLDR Paradise City Graphic Joggers,$89.00
 True Religion Vented Track Pants,$139.00
" Charter Club Pull-On Straight-Leg Pants, Created for Macy's",$49.50
 DKNY Pull-On Culotte Pants,$89.00
" Eileen Fisher Pull-On Skinny Pants, Regular & Petite",$168.00
 kensie Slinky Ribbed-Knit Slit Pants,$59.00
 Calvin Klein Performance Slim Fleece Joggers,$59.00
" JM Collection Petite Pull-On Wide-Leg Crinkle Pants, Created for Macy's",$49.50
" Alfani Petite Tummy-Control Pants, Created for Macy's",$69.50
" Alfani Petite Jacquard Skinny Pants, Created for Macy's",$74.50
" Charter Club Petite Bristol Velveteen Pants, Created for Macy's",$59.50
" Alfani Petite Printed Elastic-Waist Pants, Created for Macy's",$69.50
" Style & Co Petite Convertible Cargo Pants, Created for Macy's",$49.50
" JM Collection Petite Rivet-Pocket Straight-Leg Pants, Created for Macy's",$49.50
" JM Collection Petite Lace-Up Cropped Pants, Created for Macy's",$49.50
" Alfani Petite Ruffle-Sleeve Shift Dress, Created for Macy's",$44.50
" Karen Scott Petite Cotton Button-Trim T-Shirt Dress, Created for Macy's",$89.50
" INC International Concepts Petite Paisley-Print Sheath Dress, Created for Macy's",$170.00
 Lauren Ralph Lauren Petite Lace Sheath Dress,$99.50
" Alfani Petite Printed Mock-Neck Dress, Created for Macy's",$109.00
 Jessica Howard Petite Midi Dress And Lace Jacket,$89.00
 Ellen Tracy Petite Embellished Textured Fit & Flare Dress,$129.50
" INC International Concepts Petite Ruffled Floral-Print Dress, Created for Macy's",$79.50
 Monteau Trendy Plus Size Mock-Neck Illusion Dress,
 Jessica Howard Plus Size Fit & Flare Sweater Dress,
" Tommy Hilfiger Plus Size Striped Piqué Polo Dress, Created for Macy's",
 Sangria Plus Size Crushed Velvet Crochet Dress,
 Connected Plus Size Lace Cold-Shoulder Cape Dress,
 NY Collection Plus Size Keyhole Grommet Sweater Dress,
 NY Collection Plus Size Velvet-Trim Fit & Flare Dress,
 Say What? Trendy Plus Size Off-The-Shoulder Bodycon Dress,
" Tommy Hilfiger Plus Size Striped Sweater Dress, Created for Macy's",
 SL Fashions Plus Size Striped Shift Dress,
 A Pea In The Pod Nursing Clip-Down Tank Top,$45.00
 Wendy Bellissimo Maternity Plus Size Lace-Inset Plaid Shirt,$48.00
" Alfred Dunner Petite Pastel Skies Quilted 1/4-Zip Top, Created for Macy's",$36.50
" Karen Scott Petite Cotton Embellished Top, Created for Macy's",$50.00
 NY Collection Petite Lace Popover Top,$54.50
" Style & Co Petite Lace-Up Babydoll Peasant Top, Created for Macy's",$135.00
 Lauren Ralph Lauren Petite Velvet Top,$78.00
 MICHAEL Michael Kors Petite Tweed Top,$44.00
 NY Collection Petite Burnout-Velvet-Trim Shirt,$59.50
" Alfani Petite Asymmetrical Cold-Shoulder Top, Created for Macy's",$39.00
" Jenni by Jennifer Moore Plus Size Ringer Pajama T-Shirt, Created for Macy's",$68.00
 Flora by Flora Nikrooz Debbie Knit Pajama Set,$59.00
 Betsey Johnson Bridal Lace T-Back Pajama Tank Top,$29.50
 Calvin Klein Sheer Marquisette Chemise QS5665,$42.00
 Lauren Ralph Lauren Lounge Pique Long Sleeve Gown,$42.00
" Jenni by Jennifer Moore Plus Size Patches Pajama T-Shirt, Created for Macy's",$42.00
 Tommy Hilfiger Varsity Graphic-Print Pajama Baseball Top,$40.00
 Anne Klein Bowie Soft Denim Ankle Pants,$89.00
 MICHAEL Michael Kors Petite Printed Jogger Pants,$88.00
" JM Collection Petite Straight-Leg Pants, Created for Macy's",$49.50
" Style & Co Petite Skinny Pull-On Ankle Pants, Created for Macy's",$49.50
" JM Collection Petite Printed Riveted Pull-On Cropped Pants, Created for Macy's",$49.50
" Alfani Petite Printed Palazzo Wide Leg Pants, Created for Macy's",$59.50
" INC International Concepts Petite Off-The-Shoulder Dress, Created for Macy's",$89.00
 Ellen Tracy Petite Ruched Rhinestone-Embellished Dress,$89.50
" Charter Club Petite Belted Dot-Print Fit & Flare Dress, Created for Macy's",$159.00
" Calvin Klein Cape Shift Dress, Regular & Petite Sizes",$159.00
" Calvin Klein Velvet Sequined Animal-Print Dress, Regular & Petite Sizes",$79.00
 Connected Petite Sequined-Panel Cutout Dress,$129.00
 R & M Richards Petite Sequined Dress & Jacket,$155.00
 Betsy & Adam Petite Sequined Gown,$89.98
 Calvin Klein Petite Colorblocked Sheath Dress,$119.50
" INC International Concepts Petite Printed Fit & Flare Dress, Created for Macy's",$89.00
 Ellen Tracy Petite Embellished Faux-Wrap Sheath Dress,$89.00
 sangria Metallic-Print Draped-Back Sheath Dress,$140.00
 MICHAEL Michael Kors Petite Sequined-Collar Sheath Dress,$99.50
 City Chic Trendy Plus Size Faux-Wrap Bodycon Dress,
" Tommy Hilfiger Plus Size Cold-Shoulder Dress, Created for Macy's",
 Jessica Howard Plus Size Mock-Neck Glitter Dot Dress,
 City Chic Trendy Plus Size Off-The-Shoulder Shift Dress,
 R & M Richards Plus Size Embellished Lace Gown,
 Connected Plus Size Tiered Bodre Dress,
 Planet Gold Trendy Plus Size Faux-Wrap Dress,
 Connected Plus Size Floral-Print A-Line Dress,
 NY Collection Plus Size High-Low Necklace Dress,
 Poetic Justice Trendy Plus Size Mock-Neck Denim Dress,
" JM Collection Petite Printed Pleated-Sleeve Keyhole Top, Created for Macy's",$68.00
 MICHAEL Michael Kors Petite Metallic Leopard-Print Tie-Hem Top,$44.00
 NY Collection Petite Pleated Top,$34.50
" JM Collection Petite Leopard-Print 3/4-Sleeve Top, Created for Macy's",$358.00
" INC International Concepts Petite Cowl-Neck Sweater Dress, Created for Macy's",$99.00
 R & M Richards Petite Embellished Dress and Illusion Duster Jacket ,$99.00
 Jessica Howard Petite Sequined Mini Dress,$89.50
" JM Collection Petite Printed Embellished Tunic, Created for Macy's",$54.50
" Alfani Petite Bell-Sleeve Burnout Top, Created for Macy's",$69.50
" INC International Concepts Petite Printed Lace-Up Tunic, Created for Macy's",$64.50
" INC International Concepts Petite Tiered-Sleeve Top, Created for Macy's",$49.50
" Karen Scott Petite Button-Trim Capri Jeans, Created for Macy's",$39.50
" INC International Concepts Petite Mixed-Media Utility Shirt, Created for Macy's",$59.50
 Alfred Dunner Winter Garden Petite Diamond-Pattern Embroidered Top,$56.00
 MICHAEL Michael Kors Petite Studded-Cuff Top,$78.00
" Karen Scott Petite Cotton Lattice-Trim Top, Created for Macy's",$36.50
" Charter Club Petite Houndstooth-Print Blouse, Created for Macy's",$69.50
" INC International Concepts Petite Printed Ruffle-Hem Peasant Top, Created for Macy's",$64.50
" Karen Scott Petite Striped Funnel-Neck Top, Created for Macy's",$36.50
" JM Collection Petite Asymmetrical Top, Created for Macy's",$54.50
 MICHAEL Michael Kors Petite Chain-Neck Cold-Shoulder Halter Top,$78.00
" Charter Club Petite Pleated Top, Created for Macy's",$39.50
" Style & Co Petite Printed Lace-Up Top, Created for Macy's",$49.50
" INC International Concepts Petite Cropped Skinny Pants, Created for Macy's",$59.50
 Lauren Ralph Lauren Petite Ponte Skinny Pants,- 59.50
" Alfani Petite Metallic Printed Slim-Leg Ankle Pants, Created for Macy's",
 Lee Platinum Petite Straight-Leg Pants,
" Alfani Petite Printed Wide-Leg Pants, Created for Macy's",
" JM Collection Petite Linen-Blend Drawstring Pants, Created for Macy's",
" Alfani Petite Faux-Leather-Trim Skinny Pants, Created for Macy's",
" INC International Concepts Petite Piped Trousers, Created for Macy's",
 NY Collection Petite Striped Utility Shirt,$44.00
" Charter Club Petite Lace 3/4-Sleeve Top, Created for Macy's",$59.50
 MICHAEL Michael Kors Petite Printed Top,$74.00
" Charter Club Petite Sleeveless Shell, Created for Macy's",$24.50
" Style & Co Petite Printed Split-Neck Top, Created for Macy's",$44.50
" Charter Club Petite Printed Top, Created for Macy's",$49.50
" Charter Club Petite Flocked Button-Down Blouse, Created for Macy's",- 49.50
" INC International Concepts Petite Studded Cold-Shoulder Top, Created for Macy's",
" INC International Concepts Petite Cotton Printed Cold-Shoulder Ruffled Top, Created for Macy's",
" INC International Concepts Petite Lace-Up Hoodie, Created for Macy's",
" Alfani Petite Metallic-Striped Top, Created for Macy's",
" Charter Club Petite Pull-On French Terry Pants, Created for Macy's",
" Alfani Petite Flocked Plaid Skinny Pants, Created for Macy's",
 NY Collection Petite Printed Extended-Tab Pants,
" Style & Co Petite Pull-On Capri Pants, Created for Macy's",
" Style & Co Petite Embroidered-Trim Capri Jeans, Created for Macy's",
 NY Collection Petite Printed Palazzo Pants,
 Alfred Dunner Petite Cropped Pull-On Pants,
" Lee Platinum Petite Madelyn Trousers, A Macy's Exclusive",
" Alfani Petite Tummy-Control Slim-Leg Ankle Pants, Created for Macy's",
" INC International Concepts Petite Embellished Cold-Shoulder Top, Created for Macy's",
 MICHAEL Michael Kors Petite Leopard-Print V-Neck Top,
 NY Collection Petite Lace-Trim Bell-Sleeve Top,
 Lauren Ralph Lauren Petite Bullion Patch Denim Cotton Shirt,
" Anna Sui Loves INC International Concepts Petite Printed Ruffled Blouse, Created for Macy's",
" Karen Scott Petite Cotton Embellished Striped Top, Created for Macy's",
 Kasper Petite Straight-Leg Pants,
" Style & Co Petite Wide-Leg Wrap Pants, Created for Macy's",
" Style & Co Petite Crochet-Trim Wide-Leg Pants, Created for Macy's",
" Lee Platinum Petite Madelyn Regular-Fit Trousers, A Macy's Exclusive",
" Kasper Straight-Leg Ankle Pants, Regular & Petite",
 Tahari ASL Petite Side-Zip Pants,
" Alfani Petite Metallic Wide-Leg Pants, Created for Macy's",
" Alfani Petite Glitter Wide-Leg Pants, Created for Macy's",
" INC International Concepts Petite Printed Pull-On Pants, Created for Macy's",
 MICHAEL Michael Kors Petite Mixed-Media Top,
 Lauren Ralph Lauren Petite Slim-Fit T-Shirt,
 Love Scarlett Petite Mock-Neck Lace Cutout Top,
" INC International Concepts Petite Embellished Velvet-Heart Sweatshirt, Created for Macy's",
" Style & Co Petite Cotton Textured Peplum Top, Created for Macy's",
" INC International Concepts Petite Printed Zip-Detail Top, Created for Macy's",
" JM Collection Petite Turtleneck Metallic Top, Created for Macy's",
 MICHAEL Michael Kors Petite Star-Print Logo T-Shirt,
" Alfani Petite Satin-Trim High-Low T-Shirt, Created for Macy's",
" Alfani Petite Printed Pleated Top, Created for Macy's",
" Charter Club Petite Mixed-Print Blouse, Created for Macy's",
 Alfred Dunner Petite Straight-Leg Pants,
" INC International Concepts Petite Floral-Print Wide-Leg Pants, Created for Macy's",
" Alfani Petite Printed Capri Pants, Created for Macy's",
 Lauren Ralph Lauren Petite Skinny Pants,
" INC International Concepts Petite Embroidered Blouse, Created for Macy's",
" Eileen Fisher Stretch Jersey Scoop-Neck Tunic, Regular & Petite",
" Style & Co Petite Space-Dyed Woven-Hem Top, Created for Macy's",
" Alfani Petite Layered-Look Chain-Neck Top, Created for Macy's",
" INC International Concepts Petite Lace-Up Top, Created for Macy's",
" INC International Concepts Petite Ruffle-Sleeve Top, Created for Macy's",
" Charter Club Petite Printed Cambridge Pull-On Pants, Created for Macy's",
 MICHAEL Michael Kors Petite Striped Wide-Leg Pants,
" JM Collection Petite Jacquard Pull-On Pants, Created for Macy's",
" Charter Club Petite Ponté-Knit Seamed Crop Pants, Created for Macy's",
 JAG Petite Creston Cropped Ankle Pants ,
" Charter Club Petite Drawstring Linen Pants, Created for Macy's",
" Charter Club Petite Tummy-Control Slim-Leg Pants, Created for Macy's",
 Love Scarlett Petite Embellished Wide-Leg Pants,
 Lee Platinum Petite Straight-Leg Chinos,
 Adrianna Papell Petite Beaded Mesh Sheath Dress,$269.00
" Style & Co Petite Printed Maxi Dress, Created for Macy's",$69.50
 Calvin Klein Petite Embellished Mock-Neck Fit & Flare Dress,$139.00
" Connected Metallic Cowl-Neck Sheath Dress, Regular & Petite Sizes",$79.00
" Eileen Fisher SYSTEM Stretch Jersey Scoop-Neck Midi Dress, Regular & Petite",$198.00
 Anne Klein Plus Size Printed Twist-Front A-Line Dress,$119.00
 Calvin Klein Performance Relaxed Cropped Fleece Hoodie,$59.00
 MSK Petite Rhinestone Cold-Shoulder Dress,$69.00
 MICHAEL Michael Kors Petite Studded Sheath Dress,$130.00
 Calvin Klein Petite One-Shoulder Ruffle-Sleeve Dress,$139.00
" Alfani Petite Plaid Sheath Dress, Created for Macy's",$89.50
" Calvin Klein Imitation Pearl A-Line Dress, Regular & Petite",$134.00
 Connected Petite Metallic Faux-Wrap Dress,$69.00
 Ellen Tracy Petite Ruched Sheath Dress,$89.00
 Jessica Howard Petite Colorblocked Sweater Dress,$79.00
" Jessica Howard Metallic Blouson Sheath Dress, Regular & Petite",$89.00
" INC International Concepts Petite Lace Bell-Sleeve Sheath Dress, Created for Macy's",$149.50
 MICHAEL Michael Kors Petite Metallic Flounce-Hem Dress,$125.00
" INC International Concepts Petite Printed Faux-Wrap Dress, Created for Macy's",$89.50
 Calvin Klein Plus Size Cat-Print Wrap Dress,$119.50
 R & M Richards Metallic Halter Gown,$119.00
 No Comment Trendy Plus Size Lace-Back Sweatshirt Dress,$39.00
 Monteau Trendy Plus Size Ruffled Faux-Wrap Dress,$59.00
" Charter Club Plus Size Lace Shift Dress, Created for Macy's",$109.50
" Karen Scott Plus Size Elbow-Sleeve T-Shirt Dress, Created for Macy's",$54.50
" INC International Concepts Plus Size Bell-Sleeve Ponté Shift Dress, Created for Macy's",$109.50
 Planet Gold Trendy Plus Size Lattice-Trim Sheath Dress,$49.00
" Ideology Casual Tunic, Created for Macy's",$49.50
" Ideology Floral-Graphic T-Shirt, Created for Macy's",$29.50
" Ideology Heathered Wide-Leg Yoga Pants, Created for Macy's",$49.50
 Gaiam Lana Cross-Back Medium-Support Bra Top,$38.00
 Gaiam Carmen Graphic Strappy Racerback Tank Top,$34.00
 Calvin Klein Performance Cotton Striped V-Back Top,$39.00
 Calvin Klein Performance Cotton Crisscross-Back Swing T-Shirt,$39.00
" Ideology Thumbhole Top, Created for Macy's",$39.50
" Calvin Klein Metallic Sweater Dress, Regular & Petite",$134.00
 Connected Petite Metallic A-Line Gown,$89.00
 Monteau Petite Printed Mock-Neck Bodycon Dress,$54.00
" Charter Club Petite Embroidered Lace Dress, Created for Macy's",$119.50
  Xscape Petite Off-The-Shoulder Sheath Dress,$109.00
" Style & Co Petite Embroidered Peasant Dress, Created for Macy's",$64.50
 Lauren Ralph Lauren Petite Colorblocked Dress,$109.00
 Adrianna Papell Petite Beaded Blouson Gown,$260.00
 Love Scarlett Petite Bow-Detail Sweater Dress,$88.00
 Calvin Klein Petite Starburst Sheath Dress,$179.00
 Adrianna Papell Petite Satin Tiered Fit & Flare Dress,$89.00
 Jessica Howard Petite Animal-Print Fit & Flare Dress,$99.00
 Le Suit Plus Size Tonal-Stripe Pantsuit,$200.00
 Love Squared Trendy Plus Size Printed Choker Dress,$59.00
 Calvin Klein Plus Size V-Neck Swing Dress ,$109.00
" INC International Concepts Plus Size Off-The-Shoulder Dress, Created for Macy's",$89.50
 Jessica Howard Plus Size Lace-Sleeve Choker Dress,$89.00
 Love Squared Trendy Plus Size Printed Metallic Choker Dress,$59.00
 R & M Richards Plus Size Lace Colorblocked Dress & Sheer Jacket,$99.00
" Tommy Hilfiger Plus Size Lace-Hem A-Line Dress, Created for Macy's",$119.50
 Melissa McCarthy Seven7 Trendy Plus Size Handkerchief-Hem Maxi Dress,$129.00
 City Chic Trendy Plus Size Twist-Front Dress,$69.00
 SL Fashions Plus Size Metallic-Trim Chiffon Dress & Cape,$99.00
 Love Scarlett Plus Size Cold-Shoulder Dress,$68.00
" Tommy Hilfiger Plus Size Printed Ruffled Dress, Created for Macy's",$89.50
 Connected Plus Size Lace Tiered Sheath Dress,$89.00
 MICHAEL Michael Kors Sequined Track Pants,$175.00
 A Pea In The Pod Maternity Cotton Ruched Top,$38.00
 Ellen Tracy Yours to Love Short Sleeve Chemise,$49.00
 Puma Urban Sport Zip dryCELL Hoodie,$55.00
 Under Armour Favorite Charged Cotton® Capri Leggings,$39.99
 Under Armour Favorite Logo Capri Leggings,$44.99
 Under Armour Favorite Fleece Sweatpants,$54.99
 Nike Power Legend Cropped Graphic Leggings,$65.00
 File Henrietta Sheer Bodysuit,$60.00
" Style & Co Petite Ruffle-Sleeve Knit Dress, Created for Macy's",$125.00
" Lauren Ralph Lauren Petite Cape-Overlay Dress, A Macy's Exclusive Style",$89.00
 Ellen Tracy Petite Colorblocked Zip-Detail Dress,$99.50
" INC International Concepts Petite Bell-Sleeve Ponté Shift Dress, Created for Macy's",$79.00
 Connected Petite Floral-Print Dress,$99.50
 MICHAEL Michael Kors Petite Lace-Up Bell-Sleeve Dress,$134.00
" Calvin Klein Off-The-Shoulder Dress, Regular & Petite Sizes",$79.50
" Alfani Petite Knit Handkerchief-Hem Dress, Created for Macy's",$99.50
" Alfani Petite Crochet Bell-Sleeve Shift Dress, Created for Macy's",$78.00
 Love Scarlett Petite Cold-Shoulder Lace-Sleeve Dress,$119.00
 R & M Richards Petite Sequined Lace and Chiffon Gown,$119.00
 R & M Richards Petite Colorblocked Embellished Halter Gown,$79.00
 Robbie Bee Petite Collared Fit & Flare Dress,$79.00
 Le Suit Plus Size Three-Button Pantsuit,$200.00
 Le Suit Plus Size 3-Pc. Pinstriped Skirt Suit,$280.00
 Le Suit Plus Size Colorblocked Single-Button Pantsuit,$240.00
 Le Suit Plus Size Flare-Sleeve Skirt Suit,$240.00
" Kasper Sleeveless Shell, Regular & Petite",$39.00
 Connected Plus Size Sequined Faux-Wrap Dress,$89.00
 Love Squared Trendy Plus Size Lace Halter Dress,$59.00
" Charter Club Plus Size Dot-Print Belted Dress, Created for Macy's",$99.50
 Jessica Howard Plus Size Colorblocked Stripe Rib-Knit Sweater Dress,$89.00
 Monteau Plus Size Floral-Print Faux-Wrap Dress,$59.00
 Eyeshadow Trendy Plus Size Cold-Shoulder Peasant Dress,$59.00
 Love Squared Trendy Plus Size Choker Maxi Dress,$59.00
" Tommy Hilfiger Plus Size Chambray Denim Shirtdress, Created for Macy's",$89.50
 Love Squared Trendy Plus Size Ruffled Faux-Wrap Dress,$59.00
 Soprano Trendy Plus Size Flocked Fit & Flare Dress,$59.00
 Almost Famous Trendy Plus Size Tie-Sleeve Sweatshirt Dress,$49.00
 MICHAEL Michael Kors Striped Wide-Leg Pants,$125.00
 Vince Camuto Skinny Pants,$99.00
" Eileen Fisher Mid-Rise Skinny Pants, Regular & Petite",$158.00
" Eileen Fisher Washable Crepe Pull-On Bootcut Pants in Regular & Petite, Created for Macy's",$168.00
 Karen Kane Velvet Wide-Leg Pants,$79.00
 MICHAEL Michael Kors Faux-Leather-Front Skinny Pants,$110.00
" Eileen Fisher Stretch Jersey Slim-Leg Pull-On Pants, Created for Macy's",$138.00
 Lauren Ralph Lauren Premier Straight Pants,$89.50
 DKNY Sport Basic Leggings,$69.00
 MICHAEL Michael Kors Lace-Up Skinny Jeans,$155.00
 Tart Collections Maternity Printed Maxi Dress,$185.00
 Motherhood Maternity Printed Wrap Dress,$39.98
 Motherhood Maternity Ruffled Top,$24.98
 Motherhood Maternity Long-Sleeve Blouse,$44.98
 Layla Colorblocked Printed Pajama T-Shirt,$40.00
 Tommy Hilfiger Lace-Trimmed Striped Pajama Tank Top,$40.00
 Nautica Double-Knit Pajama Top,$40.00
" Charter Club Border-Print Cotton Knit Nightgown, Created for Macy's",$54.00
 Ellen Tracy Printed Keyhole Sleepshirt,$54.00
 Ellen Tracy Printed Cold-Shoulder Caftan,$68.00
" Jenni by Jennifer Moore Plus Size Printed Cotton Knit Boxer Pajama Shorts, Created for Macy's",$26.50
 Lauren Ralph Lauren Plus Size Printed Cotton Knit Nightgown,$54.00
" Family Pajamas Pumpkin Footed Pajamas, Baby Boys or Girls (12-24 months) & Toddler Boys or Girls (2T-3T), Created for Macy's",$34.00
 Layla Peace.Sleep.Love Pajama Top,$38.00
" Alfani Knit Pajama Shorts, Created for Macy's",$36.50
 Nautica Plus Size Henley Ribbed Knit Pajama T-Shirt,$46.00
 Nike Pro Hypercool Capri Leggings,$60.00
 MICHAEL Michael Kors Embellished Velour Jacket & Sweatpants,$88.00
 Connected Petite Metallic Cape Dress,$79.00
 Robbie Bee Petite Lace Dress,$89.50
 MICHAEL Michael Kors Petite Colorblocked A-Line Dress,$89.00
 Jessica Howard Petite Off-The-Shoulder Sweater Dress,$134.00
 NY Collection Petite Striped Sweater Dress,$219.00
 Adrianna Papell Petite Ruffled Mini Dress,$89.50
" Charter Club Petite Striped Fit & Flare Dress, Created for Macy's",$69.50
" Style & Co Ruffled Dress, Created for Macy's",$99.50
" INC International Concepts Petite Printed Flounce Maxi Dress, Created for Macy's",$60.00
 NY Collection Petite Belted Fit & Flare Dress,$170.00
" Lauren Ralph Lauren Lace Dress, Regular & Petite Sizes",$44.50
" Karen Scott Petite Dot-Print Shift Dress, Created for Macy's",$79.50
 Anne Klein Plus Size Denim Twill Straight-Leg Pants,$89.00
 Le Suit Petite Crosshatch Plaid Skirt Suit,$200.00
 Tahari ASL Plus Size Embroidered Pantsuit,$340.00
 Nine West Plus Size One-Button Jacket,$89.00
 Tahari ASL Plus Size Single-Button Faux-Leather Trim Pantsuit,$310.00
 No Comment Trendy Plus Size Strappy Choker Dress,$39.00
 Almost Famous Trendy Plus Size Choker Shift Dress,$49.00
" Style & Co Plus Size Printed Swing Dress, Created for Macy's",$59.50
" Karen Scott Plus Size Lace-Up Knit Dress, Created for Macy's",$54.50
