orderid,deliveredat,totalprice
1553534,2017-08-08T02:52:19.847+00:00,277.19
1553828,2017-08-08T02:59:41.333+00:00,47.41
1553889,2017-08-08T03:04:18.813+00:00,32.03
1553888,2017-08-08T03:06:21.227+00:00,34.73
1553707,2017-08-08T03:09:54.053+00:00,44.25
1553970,2017-08-08T03:18:09.063+00:00,103.25
1553801,2017-08-08T03:17:22.560+00:00,47.75
1554083,2017-08-08T03:30:59.730+00:00,62.96
1554063,2017-08-08T03:32:42.450+00:00,135.97
1553629,2017-08-08T03:37:51.643+00:00,27.45
1554195,2017-08-08T03:46:15.193+00:00,84.55
1554281,2017-08-08T04:01:40.607+00:00,70.15
1554337,2017-08-08T04:00:54.883+00:00,42.68
1554392,2017-08-08T04:06:49.313+00:00,47.05
1554331,2017-08-08T04:06:35.857+00:00,39.03
1554357,2017-08-08T04:09:09.907+00:00,44.31
1554448,2017-08-08T04:13:18.640+00:00,71.71
1554346,2017-08-08T04:15:17.577+00:00,61.44
1554380,2017-08-08T04:15:43.563+00:00,46.38
1554498,2017-08-08T04:25:26.787+00:00,53.61
1554433,2017-08-08T04:27:54.010+00:00,98.74
1554507,2017-08-08T04:31:56.077+00:00,39.16
1554500,2017-08-08T04:39:06.180+00:00,52.59
1554670,2017-08-08T04:40:28.087+00:00,59.14
1554639,2017-08-08T04:41:01.033+00:00,44.97
1554597,2017-08-08T04:46:09.543+00:00,35.63
1554674,2017-08-08T04:54:06.103+00:00,53.77
1554693,2017-08-08T04:54:58.750+00:00,53.53
1554861,2017-08-08T05:28:23.187+00:00,40.37
1554958,2017-08-08T05:31:21.167+00:00,46.24
1554849,2017-08-08T05:37:54.093+00:00,193.71
1554938,2017-08-08T05:51:40.907+00:00,35.8
1555001,2017-08-08T05:54:24.467+00:00,55.66
1555020,2017-08-08T06:03:57.327+00:00,44.39
1555047,2017-08-08T06:04:59.843+00:00,40.43
1555105,2017-08-08T06:31:01.423+00:00,49.5
1555119,2017-08-08T06:37:02.447+00:00,29.46
1555140,2017-08-08T06:41:41.023+00:00,72.27
1555141,2017-08-08T07:05:10.037+00:00,48.79
1555223,2017-08-08T17:29:38.240+00:00,53.71
1555253,2017-08-08T18:08:05.787+00:00,80.81
1555574,2017-08-08T20:00:56.397+00:00,49.11
1555559,2017-08-08T20:05:43.957+00:00,49.13
1555536,2017-08-08T20:06:15.927+00:00,35.36
1555651,2017-08-08T20:44:18.867+00:00,48.03
1555720,2017-08-08T20:51:20.297+00:00,65.35
1555717,2017-08-08T21:06:34.620+00:00,38.42
1555765,2017-08-08T21:10:26.787+00:00,38.38
1555858,2017-08-08T21:47:34.320+00:00,48.38
1555834,2017-08-08T21:51:08.897+00:00,92.7
1555826,2017-08-08T22:16:02.320+00:00,229.85
1555974,2017-08-08T22:43:37.713+00:00,114.12
1556062,2017-08-08T22:56:38.800+00:00,33.07
1556121,2017-08-08T23:10:45.300+00:00,177.05
1556190,2017-08-08T23:25:06.717+00:00,94.93
1556162,2017-08-08T23:45:50.647+00:00,55.66
1556092,2017-08-08T23:03:00.643+00:00,85.87
1553594,2017-08-08T02:43:20.647+00:00,95.86
1552495,2017-08-08T00:04:31.380+00:00,60.15
1552702,2017-08-08T00:28:27.083+00:00,81.67
1552722,2017-08-08T00:43:11.910+00:00,44.39
1552789,2017-08-08T00:46:03.790+00:00,48.32
1552700,2017-08-08T00:48:42.723+00:00,49.44
1552861,2017-08-08T01:09:18.330+00:00,34.48
1552896,2017-08-08T01:05:54.870+00:00,165.38
1552974,2017-08-08T01:28:20.407+00:00,208.09
1553112,2017-08-08T01:33:46.017+00:00,49.15
1553030,2017-08-08T01:35:46.920+00:00,35.45
1552870,2017-08-08T00:58:55.010+00:00,110.68
1553250,2017-08-08T01:54:29.057+00:00,41.05
1553260,2017-08-08T01:54:44.443+00:00,69.22
1553230,2017-08-08T01:57:09.827+00:00,71.92
1553269,2017-08-08T01:58:29.767+00:00,54.53
1553236,2017-08-08T02:06:19.110+00:00,60.29
1553423,2017-08-08T02:18:53.393+00:00,42.92
1553784,2017-08-08T02:47:00.623+00:00,66.32
1553688,2017-08-08T02:46:56.253+00:00,74.05
1553567,2017-08-08T02:53:12.617+00:00,65.37
1553869,2017-08-08T03:02:36.447+00:00,39.32
1553958,2017-08-08T03:20:17.977+00:00,55.1
1553852,2017-08-08T03:24:11.990+00:00,156.63
1554046,2017-08-08T03:24:41.157+00:00,33.31
1553882,2017-08-08T03:28:39.697+00:00,40.98
1554115,2017-08-08T03:32:21.540+00:00,106.53
1554130,2017-08-08T03:38:13.290+00:00,35.4
1554089,2017-08-08T03:42:43.103+00:00,84.55
1553994,2017-08-08T03:29:45.807+00:00,29.54
1554214,2017-08-08T03:53:03.750+00:00,48.76
1554330,2017-08-08T03:53:26.683+00:00,86.48
1554261,2017-08-08T04:08:15.373+00:00,52.99
1554423,2017-08-08T04:15:29.080+00:00,70.39
1554152,2017-08-08T04:28:29.923+00:00,42.85
1554730,2017-08-08T04:52:17.153+00:00,46.37
1554722,2017-08-08T04:52:21.630+00:00,48.48
1554782,2017-08-08T04:55:28.047+00:00,34.29
1554765,2017-08-08T05:05:50.753+00:00,45.36
1554788,2017-08-08T05:09:55.263+00:00,90.92
1554856,2017-08-08T05:31:32.803+00:00,191.52
1554915,2017-08-08T05:38:56.730+00:00,61.53
1554906,2017-08-08T05:41:29.913+00:00,68.32
1554964,2017-08-08T05:42:27.497+00:00,81.21
1554971,2017-08-08T05:48:06.353+00:00,38.18
1554984,2017-08-08T05:51:17.610+00:00,56.27
1555019,2017-08-08T05:59:34.467+00:00,74.31
1555069,2017-08-08T06:03:42.803+00:00,44.53
1555026,2017-08-08T06:21:36.547+00:00,44.5
1554954,2017-08-08T06:26:04.793+00:00,78.85
1555097,2017-08-08T06:29:25.707+00:00,45.94
1555158,2017-08-08T06:46:04.150+00:00,52.22
1555117,2017-08-08T06:48:40.247+00:00,57.29
1555263,2017-08-08T17:31:54.777+00:00,49.75
1555279,2017-08-08T17:39:14.450+00:00,43.5
1555383,2017-08-08T18:43:14.887+00:00,154.63
1555420,2017-08-08T18:55:09.397+00:00,41.38
1555406,2017-08-08T18:54:22.203+00:00,33.78
1555508,2017-08-08T19:25:11.327+00:00,46.14
1555482,2017-08-08T19:25:40.687+00:00,60.65
1555546,2017-08-08T19:36:58.223+00:00,86.28
1555526,2017-08-08T19:50:36.487+00:00,33.03
1555652,2017-08-08T20:34:42.503+00:00,60.5
1555680,2017-08-08T20:40:38.440+00:00,33.01
1555707,2017-08-08T21:08:21.803+00:00,43
1555881,2017-08-08T21:56:02.487+00:00,71.79
1555907,2017-08-08T22:21:30.260+00:00,61.65
1555927,2017-08-08T22:24:18.907+00:00,41.47
1555943,2017-08-08T22:30:11.247+00:00,30.58
1556022,2017-08-08T22:47:32.310+00:00,44.35
1556012,2017-08-08T23:09:26.113+00:00,115.97
1556237,2017-08-08T23:41:26.973+00:00,46.42
1556226,2017-08-08T23:44:28.893+00:00,49.96
1556128,2017-08-08T23:44:19.400+00:00,55.43
1556312,2017-08-08T23:59:42.510+00:00,58.82
1555805,2017-08-08T21:47:19.800+00:00,36.57
1552569,2017-08-08T00:02:41.623+00:00,64.63
1552511,2017-08-08T00:06:12.923+00:00,111.94
1552591,2017-08-08T00:13:59.990+00:00,35.27
1552635,2017-08-08T00:20:53.550+00:00,105.27
1552640,2017-08-08T00:37:29.717+00:00,72.97
1552763,2017-08-08T00:38:09.543+00:00,40.56
1552824,2017-08-08T00:44:57.770+00:00,32.52
1552792,2017-08-08T01:02:44.917+00:00,140.35
1552680,2017-08-08T01:05:11.217+00:00,76.65
1552907,2017-08-08T01:12:18.413+00:00,63.7
1553001,2017-08-08T01:12:34.817+00:00,35.68
1552967,2017-08-08T01:19:00.403+00:00,44.68
1552991,2017-08-08T01:21:20.343+00:00,97.13
1552825,2017-08-08T01:24:47.947+00:00,106.18
1552892,2017-08-08T01:26:08.280+00:00,36.95
1553098,2017-08-08T01:28:36.057+00:00,46.09
1553133,2017-08-08T01:35:14.687+00:00,50.79
1553105,2017-08-08T01:46:12.610+00:00,43.62
1553240,2017-08-08T01:52:34.990+00:00,40.95
1552971,2017-08-08T02:00:44.837+00:00,140.34
1553189,2017-08-08T02:07:02.980+00:00,102.37
1553396,2017-08-08T02:17:41.860+00:00,41.21
1553387,2017-08-08T02:23:06.753+00:00,154.74
1553490,2017-08-08T02:24:59.227+00:00,48.9
1553692,2017-08-08T02:35:39.937+00:00,40.65
1553323,2017-08-08T02:39:48.707+00:00,40.04
1553699,2017-08-08T02:39:52.510+00:00,37.77
1553589,2017-08-08T02:41:35.480+00:00,40.6
1553647,2017-08-08T02:50:18.320+00:00,108.75
1553652,2017-08-08T02:52:04.650+00:00,61.07
1553607,2017-08-08T02:53:44.970+00:00,86.25
1553674,2017-08-08T03:00:40.700+00:00,43.53
1553662,2017-08-08T03:02:01.850+00:00,59.26
1553755,2017-08-08T03:02:02.163+00:00,50.45
1553743,2017-08-08T03:01:19.280+00:00,45.93
1553735,2017-08-08T03:08:19.640+00:00,174.81
1553867,2017-08-08T03:14:55.053+00:00,86.74
1554027,2017-08-08T03:18:36.577+00:00,28.98
1553807,2017-08-08T03:19:11.273+00:00,50.63
1553832,2017-08-08T03:17:48.390+00:00,37.36
1553979,2017-08-08T03:22:57.910+00:00,53.74
1554085,2017-08-08T03:32:08.750+00:00,61.3
1554120,2017-08-08T03:43:21.990+00:00,39.11
1554260,2017-08-08T03:47:52.893+00:00,30.33
1554146,2017-08-08T03:51:39.940+00:00,32.99
1554291,2017-08-08T03:53:25.643+00:00,95.95
1554351,2017-08-08T04:03:01.913+00:00,66.73
1554135,2017-08-08T04:10:38.420+00:00,38.95
1554313,2017-08-08T04:15:38.603+00:00,55.9
1554585,2017-08-08T04:31:58.827+00:00,82.63
1554506,2017-08-08T04:35:23.690+00:00,34.37
1554732,2017-08-08T05:01:24.300+00:00,43.64
1554780,2017-08-08T05:01:44.640+00:00,117.98
1554814,2017-08-08T05:04:37.210+00:00,61.27
1554819,2017-08-08T05:06:45.880+00:00,99.87
1554821,2017-08-08T05:14:32.493+00:00,47.72
1554859,2017-08-08T05:16:50.040+00:00,41.07
1554911,2017-08-08T05:28:32.560+00:00,39.14
1555003,2017-08-08T05:47:52.667+00:00,35.91
1554790,2017-08-08T05:52:07.583+00:00,120.66
1554963,2017-08-08T05:57:08.550+00:00,31.21
1554953,2017-08-08T05:57:42.713+00:00,73.26
1554654,2017-08-08T05:17:24.020+00:00,77.29
1555048,2017-08-08T06:12:27.077+00:00,100.49
1555081,2017-08-08T06:13:04.523+00:00,50.58
1555065,2017-08-08T06:22:15.783+00:00,87.7
1555166,2017-08-08T06:52:33.387+00:00,47.09
1555177,2017-08-08T07:00:09.967+00:00,39.62
1555314,2017-08-08T18:13:36.440+00:00,117.22
1555329,2017-08-08T18:18:16.587+00:00,70.96
1555351,2017-08-08T18:21:57.137+00:00,76.86
1555385,2017-08-08T18:31:00.313+00:00,43.37
1555345,2017-08-08T18:37:18.137+00:00,40.26
1555421,2017-08-08T18:53:36.390+00:00,72.25
1555415,2017-08-08T19:00:12.267+00:00,69.99
1555497,2017-08-08T19:28:11.677+00:00,78.17
1555501,2017-08-08T19:28:35.460+00:00,32.92
1555484,2017-08-08T19:43:16.563+00:00,88.67
1555626,2017-08-08T20:15:34.490+00:00,60.7
1555612,2017-08-08T20:16:32.427+00:00,46.44
1555588,2017-08-08T20:13:16.307+00:00,38.68
1555661,2017-08-08T20:35:58.447+00:00,88.8
1555876,2017-08-08T22:00:21.030+00:00,102.81
1555892,2017-08-08T22:10:11.147+00:00,110.95
1555898,2017-08-08T22:15:51.347+00:00,37.44
1555926,2017-08-08T22:28:10.567+00:00,46.65
1556018,2017-08-08T22:36:48.347+00:00,90.73
1556025,2017-08-08T22:49:04.823+00:00,60.05
1556176,2017-08-08T23:41:26.197+00:00,153.69
1556224,2017-08-08T23:57:16.493+00:00,86.48
1555673,2017-08-08T20:38:03.103+00:00,62.32
1552560,2017-08-08T00:10:10.300+00:00,77.36
1552564,2017-08-08T00:11:32.207+00:00,48.58
1552616,2017-08-08T00:27:01.467+00:00,35.29
1552719,2017-08-08T00:35:34.983+00:00,56.7
1552853,2017-08-08T00:52:19.317+00:00,38.02
1552943,2017-08-08T01:05:02.200+00:00,46.92
1552966,2017-08-08T01:11:53.580+00:00,51.93
1552865,2017-08-08T01:11:08.710+00:00,102.6
1552881,2017-08-08T01:08:41.750+00:00,82.3
1552873,2017-08-08T01:12:52.047+00:00,126.36
1552885,2017-08-08T01:21:03.747+00:00,53.05
1553058,2017-08-08T01:31:19.983+00:00,43.06
1553057,2017-08-08T01:43:14.323+00:00,36.53
1553285,2017-08-08T02:06:24.990+00:00,44.48
1553419,2017-08-08T02:09:31.443+00:00,33.6
1553469,2017-08-08T02:15:35.367+00:00,41.22
1553303,2017-08-08T02:07:51.767+00:00,28.09
1553383,2017-08-08T02:27:30.443+00:00,41.38
1553449,2017-08-08T02:31:20.857+00:00,41.54
1553372,2017-08-08T02:34:56.293+00:00,51.71
1553560,2017-08-08T02:35:39.677+00:00,35.59
1553514,2017-08-08T02:37:30.213+00:00,74.72
1553681,2017-08-08T02:44:08.317+00:00,36.28
1553733,2017-08-08T02:48:30.107+00:00,39.71
1553713,2017-08-08T02:49:33.217+00:00,44.43
1553666,2017-08-08T02:54:19.087+00:00,108.6
1553813,2017-08-08T03:03:04.483+00:00,71.17
1553623,2017-08-08T03:02:46.347+00:00,46.45
1553908,2017-08-08T03:06:54.447+00:00,42.92
1553948,2017-08-08T03:09:19.333+00:00,211.6
1553866,2017-08-08T03:13:12.593+00:00,72.94
1554137,2017-08-08T03:32:22.103+00:00,40.61
1553844,2017-08-08T03:33:33.097+00:00,65.68
1553967,2017-08-08T03:35:39.273+00:00,45.11
1554111,2017-08-08T03:38:48.150+00:00,41.92
1553964,2017-08-08T03:26:42.180+00:00,62.36
1554165,2017-08-08T03:45:30.553+00:00,117.64
1554213,2017-08-08T03:47:00.733+00:00,45.59
1554248,2017-08-08T03:55:40.940+00:00,74.51
1554182,2017-08-08T04:00:57.073+00:00,51.63
1554280,2017-08-08T04:01:04.430+00:00,41.61
1554264,2017-08-08T04:04:36.263+00:00,80.14
1554440,2017-08-08T04:17:28.440+00:00,36.92
1554477,2017-08-08T04:17:28.090+00:00,124.91
1554485,2017-08-08T04:19:20.517+00:00,102.24
1554505,2017-08-08T04:17:22.637+00:00,84.86
1554328,2017-08-08T04:25:52.670+00:00,72.24
1554525,2017-08-08T04:36:19.287+00:00,96.92
1553897,2017-08-08T03:03:43.920+00:00,41.99
1554628,2017-08-08T04:41:36.733+00:00,55.95
1554705,2017-08-08T04:49:56.247+00:00,73.89
1554840,2017-08-08T04:59:34.717+00:00,39.31
1554781,2017-08-08T05:00:59.437+00:00,45.81
1554888,2017-08-08T05:33:26.227+00:00,109.06
1554972,2017-08-08T05:44:57.227+00:00,99.28
1554917,2017-08-08T06:00:38.547+00:00,77.73
1555091,2017-08-08T06:20:56.490+00:00,68.35
1555094,2017-08-08T06:30:09.960+00:00,49.01
1555121,2017-08-08T06:34:53.237+00:00,51.7
1555124,2017-08-08T06:35:42.650+00:00,30.89
1555174,2017-08-08T06:50:12.557+00:00,48.04
1555084,2017-08-08T07:19:59.640+00:00,58.91
1555182,2017-08-08T07:25:31.860+00:00,43.96
1555252,2017-08-08T17:27:08.537+00:00,57.1
1555237,2017-08-08T17:31:06.627+00:00,52.05
1555284,2017-08-08T17:52:37.433+00:00,41.13
1555294,2017-08-08T18:07:48.600+00:00,30.22
1555362,2017-08-08T18:24:31.287+00:00,39.72
1555323,2017-08-08T18:28:38.237+00:00,128.03
1555363,2017-08-08T18:29:56.263+00:00,123.45
1555387,2017-08-08T18:38:52.077+00:00,55.69
1555399,2017-08-08T18:50:46.350+00:00,41.2
1555653,2017-08-08T20:24:05.427+00:00,44.93
1555725,2017-08-08T21:00:46.850+00:00,36.02
1555729,2017-08-08T20:59:34.653+00:00,119.57
1555741,2017-08-08T21:09:46.160+00:00,32.26
1555733,2017-08-08T21:11:21.247+00:00,41.5
1555775,2017-08-08T21:15:53.540+00:00,58.6
1555713,2017-08-08T21:17:45.023+00:00,100.22
1555759,2017-08-08T21:17:31.763+00:00,46.89
1555985,2017-08-08T22:45:01.807+00:00,80.85
1555983,2017-08-08T22:55:35.120+00:00,93.06
1556052,2017-08-08T22:54:54.650+00:00,46.53
1556067,2017-08-08T23:05:26.427+00:00,48.88
1556081,2017-08-08T23:11:26.027+00:00,109.25
1556278,2017-08-08T23:44:44.567+00:00,60.22
1556266,2017-08-08T23:55:00.503+00:00,139.04
1552631,2017-08-08T00:43:50.210+00:00,44.53
1552770,2017-08-08T00:44:57.473+00:00,55.48
1552728,2017-08-08T00:57:58.713+00:00,33.64
1552901,2017-08-08T01:01:13.140+00:00,48.13
1552929,2017-08-08T01:13:22.027+00:00,51.7
1552981,2017-08-08T01:14:29.500+00:00,33.88
1552996,2017-08-08T01:17:29.287+00:00,51.82
1552876,2017-08-08T01:18:58.410+00:00,39.37
1552784,2017-08-08T01:48:14.207+00:00,92.01
1553301,2017-08-08T01:55:03.340+00:00,48
1553246,2017-08-08T02:03:22.393+00:00,144.41
1553279,2017-08-08T02:04:41.333+00:00,84.49
1553160,2017-08-08T02:07:13.280+00:00,49.59
1553124,2017-08-08T01:58:50.517+00:00,118.87
1553336,2017-08-08T02:09:21.780+00:00,54.56
1553480,2017-08-08T02:19:37.320+00:00,45.57
1553398,2017-08-08T02:19:54.123+00:00,49.46
1553460,2017-08-08T02:22:51.313+00:00,43.35
1553515,2017-08-08T02:26:40.303+00:00,61.55
1553543,2017-08-08T02:25:44.987+00:00,38.09
1553533,2017-08-08T02:24:33.250+00:00,36.52
1553545,2017-08-08T02:29:08.790+00:00,43.22
1553525,2017-08-08T02:31:19.157+00:00,40.43
1553628,2017-08-08T02:36:05.387+00:00,43.24
1553529,2017-08-08T02:34:14.287+00:00,50
1553502,2017-08-08T02:45:19.063+00:00,43.62
1553895,2017-08-08T03:04:23.943+00:00,46.49
1554006,2017-08-08T03:21:08.760+00:00,50.8
1553797,2017-08-08T03:25:55.080+00:00,100.29
1553783,2017-08-08T03:29:53.473+00:00,94.66
1554181,2017-08-08T03:43:04.800+00:00,36.91
1554041,2017-08-08T03:46:50.983+00:00,301.07
1554051,2017-08-08T03:49:46.097+00:00,63.46
1554324,2017-08-08T04:06:42.143+00:00,45.74
1554319,2017-08-08T04:08:07.773+00:00,61.07
1554539,2017-08-08T04:30:47.133+00:00,71.45
1554556,2017-08-08T04:32:56.137+00:00,30.49
1554411,2017-08-08T04:35:40.653+00:00,59.48
1554617,2017-08-08T04:37:16.513+00:00,63.73
1554618,2017-08-08T04:39:54.660+00:00,33.05
1554476,2017-08-08T04:39:16.557+00:00,33.67
1554583,2017-08-08T04:43:09.887+00:00,46.22
1554703,2017-08-08T04:54:59.317+00:00,63.31
1554671,2017-08-08T04:57:52.157+00:00,113.61
1554967,2017-08-08T05:47:59.587+00:00,44.59
1555017,2017-08-08T05:53:35.517+00:00,57.43
1555070,2017-08-08T06:16:40.697+00:00,79.61
1555088,2017-08-08T06:19:08.013+00:00,36.88
1555068,2017-08-08T06:19:59.823+00:00,46.83
1555148,2017-08-08T06:37:22.970+00:00,41.89
1555098,2017-08-08T06:40:37.550+00:00,51.6
1555348,2017-08-08T18:23:40.750+00:00,114.51
1555403,2017-08-08T19:08:34.877+00:00,127.67
1555461,2017-08-08T19:13:19.737+00:00,38.23
1555432,2017-08-08T19:22:29.160+00:00,50.68
1555456,2017-08-08T19:22:23.680+00:00,36.06
1555544,2017-08-08T19:50:24.847+00:00,76.91
1555565,2017-08-08T19:51:10.980+00:00,46.81
1555585,2017-08-08T20:03:28.807+00:00,59.53
1555575,2017-08-08T20:10:58.887+00:00,55.65
1555622,2017-08-08T20:12:12.673+00:00,51.29
1555639,2017-08-08T20:24:26.083+00:00,27.95
1555619,2017-08-08T20:35:57.300+00:00,46.5
1555686,2017-08-08T20:39:40.777+00:00,63.19
1555740,2017-08-08T20:57:40.850+00:00,41.64
1555762,2017-08-08T21:11:35.743+00:00,62.92
1555846,2017-08-08T21:41:00.147+00:00,104.82
1555772,2017-08-08T21:45:02.197+00:00,71.18
1555827,2017-08-08T21:47:29.553+00:00,159.12
1555869,2017-08-08T21:48:16.950+00:00,37.16
1555901,2017-08-08T22:05:28.920+00:00,87.78
1555847,2017-08-08T22:15:37.653+00:00,31.78
1555887,2017-08-08T22:19:31.707+00:00,92.5
1555975,2017-08-08T22:26:32.760+00:00,46.64
1555951,2017-08-08T22:29:11.937+00:00,38.21
1556015,2017-08-08T22:56:51.750+00:00,48.81
1555957,2017-08-08T22:58:08.507+00:00,79.75
1556060,2017-08-08T23:00:11.970+00:00,46.72
1556096,2017-08-08T23:10:34.173+00:00,211.82
1556157,2017-08-08T23:17:32.917+00:00,100.78
1556098,2017-08-08T23:17:39.707+00:00,62.03
1556175,2017-08-08T23:27:18.427+00:00,49.58
1556251,2017-08-08T23:38:55.227+00:00,70.38
1556193,2017-08-08T23:32:26.917+00:00,71.09
1556192,2017-08-08T23:42:46.263+00:00,47.74
1555152,2017-08-08T06:48:14.307+00:00,47.08
1552570,2017-08-08T00:08:31.663+00:00,61.79
1552627,2017-08-08T00:15:08.900+00:00,61.49
1552589,2017-08-08T00:14:26.183+00:00,123.96
1552536,2017-08-08T00:15:56.700+00:00,50.27
1552690,2017-08-08T00:29:34.200+00:00,36.11
1552721,2017-08-08T00:33:00.750+00:00,41.06
1552670,2017-08-08T00:34:33.940+00:00,32.31
1552678,2017-08-08T00:42:55.110+00:00,94.21
1552650,2017-08-08T00:42:21.467+00:00,126.94
1552682,2017-08-08T00:46:19.337+00:00,40.48
1552937,2017-08-08T01:02:47.520+00:00,47.81
1552822,2017-08-08T01:04:51.060+00:00,41.84
1552708,2017-08-08T01:05:28.137+00:00,40.58
1552988,2017-08-08T01:21:30.387+00:00,73.48
1553208,2017-08-08T01:42:34.797+00:00,36.17
1553090,2017-08-08T01:43:32.980+00:00,51.29
1553197,2017-08-08T01:47:17.653+00:00,72.98
1553255,2017-08-08T01:54:31.843+00:00,83.9
1553305,2017-08-08T01:59:55.827+00:00,55.53
1553308,2017-08-08T02:09:31.340+00:00,63.81
1553326,2017-08-08T02:22:44.063+00:00,35.8
1553291,2017-08-08T02:30:25.677+00:00,37.97
1553614,2017-08-08T02:36:00.957+00:00,52.21
1553624,2017-08-08T02:38:18.327+00:00,47.38
1553736,2017-08-08T02:51:42.560+00:00,27.3
1553468,2017-08-08T02:52:17.230+00:00,105.08
1553886,2017-08-08T02:59:23.137+00:00,64.66
1553899,2017-08-08T03:05:53.487+00:00,33.39
1553798,2017-08-08T03:09:03.067+00:00,89.34
1553722,2017-08-08T03:12:47.220+00:00,51.15
1553915,2017-08-08T03:13:25.553+00:00,37.56
1553686,2017-08-08T02:45:38.690+00:00,50.97
1553904,2017-08-08T03:20:47.280+00:00,129.64
1554056,2017-08-08T03:26:57.607+00:00,31.65
1553539,2017-08-08T03:30:50.513+00:00,65.22
1554034,2017-08-08T03:34:48.883+00:00,46.09
1554073,2017-08-08T03:36:10.657+00:00,91.92
1554157,2017-08-08T03:35:29.827+00:00,72.61
1554320,2017-08-08T04:02:58.603+00:00,44.07
1554258,2017-08-08T04:14:12.060+00:00,30.96
1554391,2017-08-08T04:29:30.427+00:00,51.93
1554558,2017-08-08T04:31:11.560+00:00,94.14
1554457,2017-08-08T04:37:52.880+00:00,84.23
1554467,2017-08-08T04:33:40.740+00:00,76.35
1554620,2017-08-08T04:45:03.647+00:00,68.69
1554723,2017-08-08T04:54:23.937+00:00,38.38
1554769,2017-08-08T04:54:48.827+00:00,79.02
1554798,2017-08-08T04:59:33.207+00:00,48.72
1554848,2017-08-08T05:17:45.013+00:00,141.5
1554813,2017-08-08T05:25:17.683+00:00,75.42
1554903,2017-08-08T05:26:36.270+00:00,30.08
1554941,2017-08-08T05:28:49.733+00:00,36.98
1554939,2017-08-08T05:40:08.150+00:00,28.73
1554952,2017-08-08T05:39:37.127+00:00,46.25
1554990,2017-08-08T05:49:24.060+00:00,43.78
1555031,2017-08-08T05:59:56.533+00:00,72.56
1554945,2017-08-08T06:06:58.620+00:00,85.31
1555092,2017-08-08T06:21:34.083+00:00,56.86
1555179,2017-08-08T07:04:30.190+00:00,36.83
1555195,2017-08-08T07:12:51.477+00:00,51.07
1553664,2017-08-08T03:02:28.490+00:00,50.4
1555272,2017-08-08T17:50:44.747+00:00,36.31
1555290,2017-08-08T18:06:26.423+00:00,35.24
1555234,2017-08-08T18:08:28.270+00:00,42.46
1555306,2017-08-08T18:16:51.317+00:00,60.04
1555380,2017-08-08T18:37:18.107+00:00,206.34
1555390,2017-08-08T18:42:46.150+00:00,102.63
1555361,2017-08-08T18:49:18.260+00:00,164.6
1555409,2017-08-08T18:58:02.830+00:00,33.27
1555476,2017-08-08T19:18:12.747+00:00,41.78
1555548,2017-08-08T19:54:49.520+00:00,92.66
1555567,2017-08-08T19:56:45.407+00:00,51.27
1555534,2017-08-08T19:43:46.717+00:00,186.15
1555590,2017-08-08T20:04:54.167+00:00,54.74
1555545,2017-08-08T20:07:03.583+00:00,36.94
1555543,2017-08-08T20:19:21.623+00:00,86.42
1555656,2017-08-08T20:32:40.857+00:00,41.18
1555472,2017-08-08T20:40:46.550+00:00,150.66
1555679,2017-08-08T20:41:25.803+00:00,50.24
1555654,2017-08-08T20:44:43.687+00:00,56.05
1555706,2017-08-08T20:47:28.123+00:00,42.06
1555874,2017-08-08T21:53:55.250+00:00,51.05
1555852,2017-08-08T21:55:37.090+00:00,91.66
1555866,2017-08-08T22:01:47.240+00:00,73.3
1555906,2017-08-08T22:06:10.350+00:00,65.89
1555848,2017-08-08T22:08:50.873+00:00,79.4
1555882,2017-08-08T22:15:24.623+00:00,80.47
1555911,2017-08-08T22:38:52.370+00:00,56.14
1556010,2017-08-08T23:01:01.700+00:00,27.36
1556020,2017-08-08T23:08:12.847+00:00,74.79
1556088,2017-08-08T23:11:52.283+00:00,39.54
1556084,2017-08-08T23:04:48.933+00:00,117.06
1556204,2017-08-08T23:23:12.507+00:00,30.25
1556050,2017-08-08T23:23:55.473+00:00,124.48
1556183,2017-08-08T23:28:20.517+00:00,46.02
1556207,2017-08-08T23:49:27.903+00:00,118.9
1554796,2017-08-08T05:11:25.460+00:00,40.42
1552556,2017-08-08T00:00:33.320+00:00,108.73
1552582,2017-08-08T00:07:30.933+00:00,83.24
1552576,2017-08-08T00:08:20.730+00:00,35.25
1552480,2017-08-08T00:10:41.173+00:00,72.77
1552639,2017-08-08T00:29:34.313+00:00,111.21
1552777,2017-08-08T00:43:15.933+00:00,45.18
1552787,2017-08-08T00:47:52.527+00:00,39.22
1552805,2017-08-08T00:50:17.017+00:00,32.88
1552809,2017-08-08T01:05:09.950+00:00,143.5
1552778,2017-08-08T01:13:02.307+00:00,72.96
1552660,2017-08-08T00:23:22.207+00:00,33.05
1552953,2017-08-08T01:12:57.720+00:00,43.75
1552949,2017-08-08T01:16:03.417+00:00,37.45
1552957,2017-08-08T01:19:12.330+00:00,93.53
1552995,2017-08-08T01:20:00.330+00:00,58.53
1553039,2017-08-08T01:23:16.590+00:00,53.27
1552962,2017-08-08T01:28:52.743+00:00,35.73
1552762,2017-08-08T00:43:48.113+00:00,96.24
1553182,2017-08-08T01:40:18.807+00:00,117.62
1553174,2017-08-08T01:42:49.000+00:00,44.49
1553209,2017-08-08T01:45:51.560+00:00,46.53
1553192,2017-08-08T01:46:58.567+00:00,61.92
1553096,2017-08-08T01:50:15.833+00:00,137.51
1553187,2017-08-08T01:55:31.833+00:00,205.79
